original_selling_amount,day_of_year,how_far_in_advance,length_of_stay,no_of_adults,hotel_brand_code,customer_nationality,charge_option,hotel_chain_code,original_payment_method
156.95,239,20,1,2,585,98,2,18,29
542.01,206,59,2,2,526,98,2,222,5
53.83,263,1,1,2,859,56,2,548,19
133.89,188,4,1,2,875,40,2,79,26
2031.62,187,26,11,2,328,18,2,123,4
268.97,209,62,3,2,872,54,1,535,29
252.15,218,7,1,2,475,18,2,504,4
10.88,255,1,1,2,709,56,2,87,19
151.67,234,1,1,2,447,44,2,96,29
497.84,269,3,2,2,141,56,2,492,29
339.47,81,157,2,3,447,44,1,96,19
110.92,209,13,2,2,870,86,2,178,29
107.81,256,1,1,1,741,91,2,168,29
168.37,195,1,1,2,859,86,2,548,19
49.78,209,6,3,2,28,95,2,549,19
79.12,249,10,1,2,886,32,1,24,19
9.11,247,1,1,2,502,40,2,518,29
390.37,114,118,2,2,578,86,2,10,29
575.98,202,7,2,4,749,92,2,397,29
690.44,181,59,2,2,464,40,1,548,19
3788.4,116,69,12,4,408,97,1,618,29
71.89,174,9,1,2,775,37,2,548,29
324.3,222,12,3,2,790,86,2,614,19
2010.33,139,130,8,2,567,86,2,564,19
1339.21,150,63,4,2,734,67,2,359,29
386.5,102,136,1,4,243,91,1,273,29
568.66,182,43,2,2,79,99,2,43,29
56.21,268,4,1,2,868,97,2,171,29
652.98,170,64,2,2,322,81,2,492,29
211.36,250,3,1,4,527,56,2,136,10
110.76,78,161,1,4,286,91,2,176,19
132.34,216,26,2,2,50,95,1,614,29
174.91,260,7,3,1,845,85,2,324,19
467.66,199,18,3,2,328,91,2,123,29
35.31,249,5,1,1,125,32,2,24,22
95.06,182,38,1,2,645,91,1,540,29
168.11,223,8,4,2,427,39,2,548,29
114.7,196,13,2,2,888,97,2,312,19
660.96,217,3,3,2,464,49,2,548,19
174.97,204,7,3,2,184,18,1,417,29
89.88,233,36,1,2,872,86,1,535,19
84.6,147,52,1,1,741,44,2,168,29
56.36,204,1,1,2,50,56,2,614,20
326.76,221,10,2,2,203,3,2,72,29
226.72,175,8,2,2,685,102,2,136,19
818.17,182,1,1,2,829,40,2,506,29
176.4,169,63,2,2,427,91,2,548,16
137.04,196,2,1,2,140,44,2,580,16
106.86,228,3,1,1,227,80,2,492,19
218.41,164,27,3,2,427,56,2,548,29
89.45,224,2,1,2,408,82,2,618,29
186.6,272,1,1,2,243,98,2,273,29
209.71,251,16,2,2,671,86,2,341,29
404.64,204,34,3,2,572,91,1,273,29
1299.96,31,195,3,2,402,86,1,268,19
285.47,183,37,4,2,230,95,2,168,29
146.38,206,21,1,2,356,91,2,124,29
778.66,160,60,2,2,447,44,1,96,16
301.29,198,75,3,2,625,54,1,471,29
1461.63,226,20,2,6,581,74,1,470,29
82.96,242,3,1,2,155,99,2,213,19
269.96,234,38,2,3,337,86,2,2,29
717.51,212,7,1,3,669,44,1,51,29
63.28,175,19,1,2,427,92,2,548,29
152.0,197,6,1,2,154,3,2,40,5
47.77,223,1,1,2,107,40,2,549,19
69.16,249,9,1,2,215,32,2,514,22
152.16,237,20,2,2,51,95,2,200,4
422.7,269,4,3,2,427,40,2,548,29
89.58,219,18,1,2,52,86,2,531,5
157.31,195,15,1,2,152,37,1,614,19
574.59,208,49,3,2,431,99,2,334,29
206.34,211,3,2,2,67,3,2,178,29
61.87,234,2,1,1,700,82,2,385,5
191.25,202,8,2,2,350,56,2,427,29
173.94,207,14,3,1,855,28,2,192,29
1556.77,177,9,4,2,867,37,2,79,29
403.76,176,53,1,10,879,91,1,579,29
647.9,66,173,5,2,676,43,3,55,19
42.33,173,15,1,1,51,44,1,200,29
571.94,197,13,3,2,267,91,2,242,19
34.21,195,1,1,2,168,74,2,90,19
137.52,96,164,1,2,78,91,1,110,29
446.43,244,6,3,2,487,18,2,586,26
126.63,248,1,1,2,753,99,2,273,29
78.67,350,252,1,2,427,18,1,548,29
115.72,251,7,2,2,212,56,2,491,29
23.54,233,8,1,2,502,99,2,518,29
871.14,14,237,3,2,669,86,1,51,19
991.36,205,62,2,4,138,44,2,51,29
245.88,196,7,1,4,653,86,2,566,19
84.08,229,9,7,1,277,67,2,406,29
88.18,180,9,2,2,75,92,2,570,29
15.61,260,2,1,2,584,92,2,356,29
85.38,217,10,1,1,621,40,2,539,29
152.61,223,30,3,2,274,37,2,434,27
63.24,251,2,1,4,304,92,2,512,29
527.48,183,90,2,2,138,92,1,51,29
309.2,137,99,4,2,52,91,1,531,19
90.08,234,4,1,1,871,86,2,16,5
137.86,106,79,2,1,259,37,1,439,19
24.66,268,2,1,2,623,40,2,478,29
238.29,204,6,1,2,572,44,1,273,29
153.24,236,28,2,2,733,37,1,47,19
537.14,206,19,3,2,844,95,1,16,29
120.65,151,46,1,1,487,86,1,586,29
39.27,223,1,1,2,546,86,2,345,29
268.0,150,89,4,2,427,91,1,548,29
62.82,153,101,1,6,24,56,2,195,29
95.68,236,4,2,2,886,99,2,24,19
84.02,143,91,2,2,470,86,1,104,29
793.69,230,18,1,2,864,44,2,51,19
69.76,199,1,1,4,693,91,2,587,29
660.43,177,49,3,2,32,18,2,148,4
155.54,233,5,1,2,53,86,2,434,5
70.16,190,8,1,2,243,91,2,273,19
226.17,107,92,1,4,62,91,2,268,29
494.4,218,13,5,1,10,82,1,531,19
53.32,238,8,1,1,52,44,2,531,16
149.61,100,124,1,2,188,37,1,319,29
111.34,203,13,1,1,291,32,1,374,29
45.99,204,16,3,2,502,40,2,518,29
578.72,235,16,4,2,871,14,1,16,29
51.85,243,1,1,2,430,44,2,575,5
317.0,228,12,4,2,478,86,2,287,29
31.11,67,143,1,2,158,40,2,178,19
319.0,235,15,5,2,51,91,2,200,16
222.86,185,8,2,2,859,91,2,548,29
17.9,218,12,1,2,584,92,1,356,29
146.08,205,11,1,4,403,86,1,260,19
102.52,218,49,2,2,664,44,2,336,5
72.68,264,1,1,2,243,37,2,273,19
66.94,227,23,1,2,7,16,2,511,29
24.49,242,2,1,2,28,40,2,549,26
132.42,333,290,1,2,243,82,2,273,19
91.38,215,31,1,2,335,42,2,176,29
877.73,150,65,6,2,733,99,1,47,19
98.23,224,25,1,2,410,18,1,386,5
355.6,227,39,2,2,889,95,2,51,19
41.24,248,4,2,2,502,74,2,518,22
121.02,206,10,2,2,859,18,2,548,4
1945.24,211,51,3,2,399,44,1,359,29
133.94,253,9,1,4,412,28,2,336,29
524.38,86,142,4,2,465,94,2,51,19
207.3,185,5,4,2,244,18,2,294,29
292.77,218,5,2,2,264,87,2,492,22
272.42,208,35,2,2,608,37,1,434,29
117.36,119,113,2,2,266,86,1,618,29
326.31,197,2,1,1,322,98,2,492,19
278.67,240,2,1,2,135,95,2,51,5
69.56,206,22,1,2,687,44,1,235,29
166.02,210,22,1,2,446,91,2,574,19
75.48,262,2,2,2,776,40,2,359,19
816.0,219,7,4,2,815,40,2,79,29
144.4,265,2,2,2,87,40,2,120,19
181.91,51,181,3,3,886,18,2,24,4
317.75,91,120,2,3,871,92,2,16,19
226.28,218,6,2,2,572,91,2,273,29
345.45,241,21,3,1,711,44,1,397,29
188.64,187,2,1,3,592,44,2,482,29
272.74,207,15,2,4,691,86,1,547,29
208.03,256,9,2,1,776,18,2,359,26
89.16,226,5,2,6,584,92,2,356,19
373.71,194,14,3,4,641,44,2,454,29
449.22,161,68,3,2,855,98,2,192,19
39.21,200,0,1,2,427,97,2,548,29
257.38,237,1,1,2,50,98,2,614,19
148.16,192,22,2,2,804,56,2,499,19
220.83,259,314,1,3,151,92,1,296,19
38.0,185,52,1,1,583,66,2,445,19
81.15,227,3,1,2,47,3,2,17,29
187.65,167,59,1,2,872,44,1,535,29
80.13,233,1,1,2,449,85,2,544,29
207.4,177,62,1,4,464,92,2,548,19
264.4,214,17,2,1,685,82,1,136,29
264.09,239,12,4,1,762,45,2,97,29
255.63,243,11,3,2,726,56,2,92,29
69.41,229,20,1,2,464,37,2,548,29
105.07,208,8,1,2,50,86,2,614,19
11.54,210,1,1,1,709,56,2,87,19
132.78,215,13,2,2,394,43,2,107,19
131.54,200,49,1,2,557,86,2,457,5
143.0,189,5,1,2,858,86,2,136,29
160.89,64,166,1,2,753,99,2,273,29
126.26,166,100,1,2,872,91,1,535,19
51.1,182,38,1,1,51,86,1,200,19
237.72,171,12,3,1,831,43,2,532,19
1440.72,158,36,3,18,12,56,2,267,29
261.41,183,49,2,2,706,86,1,531,29
176.91,265,7,2,1,4,86,2,509,5
1649.04,201,7,4,2,772,86,2,548,19
331.17,185,4,2,2,840,81,2,326,29
55.65,177,20,1,1,546,86,2,345,29
302.15,214,17,2,3,685,82,1,136,29
179.13,251,3,3,2,557,18,2,457,29
184.29,172,30,2,2,427,80,2,548,19
523.14,230,11,6,1,356,40,2,124,29
81.15,213,29,1,4,789,18,1,297,29
98.14,251,17,1,1,655,99,1,359,5
113.68,138,119,2,2,741,91,1,168,19
57.18,198,1,1,2,776,86,2,359,19
50.48,237,2,1,2,776,74,2,359,5
27.02,198,20,2,2,584,92,1,356,19
217.45,184,1,1,2,536,92,2,110,29
119.32,155,34,1,2,753,18,1,273,19
198.52,161,75,2,2,430,95,1,575,19
85.52,261,2,1,2,42,82,2,409,19
1634.38,254,6,2,4,93,86,2,234,29
68.85,145,59,1,2,741,37,1,168,19
17.69,211,1,1,1,566,32,2,612,22
38.86,184,39,1,2,527,56,2,136,29
106.04,235,2,1,2,528,40,2,549,29
966.0,134,75,4,3,44,99,2,614,29
71.82,241,4,3,1,602,86,2,75,29
271.49,108,116,2,2,485,3,1,441,29
579.06,187,85,2,2,859,37,2,548,19
352.61,221,4,2,2,530,99,2,202,29
59.55,271,1,1,2,490,56,2,617,19
76.73,212,7,1,2,508,86,2,69,19
332.64,212,12,8,1,30,67,2,30,29
103.19,235,1,1,2,776,54,2,359,29
3221.3,201,32,7,3,462,18,1,543,19
348.15,168,79,3,4,307,74,1,11,29
388.0,219,45,1,5,487,44,2,586,26
93.34,236,37,4,2,584,92,2,356,29
605.66,75,135,3,2,188,91,1,319,29
169.19,185,11,1,2,119,3,2,540,29
1239.4,241,19,3,3,884,82,2,2,19
42.84,259,1,1,2,870,92,2,178,26
65.88,236,2,1,2,42,56,2,409,29
67.01,33,156,1,2,562,86,1,614,19
173.23,184,20,1,4,308,37,1,565,29
137.11,234,30,3,1,281,95,2,276,29
114.45,198,2,1,2,776,18,2,359,29
172.58,299,290,2,2,385,3,1,573,19
264.56,228,10,2,2,155,3,1,213,19
114.48,202,4,2,1,313,39,2,489,19
677.88,157,50,3,2,480,37,1,334,29
88.3,198,5,2,2,185,56,2,178,19
138.71,270,1,1,2,261,97,2,611,29
185.36,155,66,2,2,856,74,1,500,19
169.82,145,41,2,2,809,18,2,430,30
748.48,164,58,4,2,189,82,1,397,19
185.7,260,7,2,2,188,44,1,319,16
645.8,189,10,4,4,726,86,1,92,29
203.27,187,86,1,1,138,40,1,51,19
11.28,228,2,1,2,709,56,2,87,10
753.4,153,73,2,1,322,42,1,492,19
212.36,209,43,2,2,859,82,2,548,19
266.85,161,62,2,2,320,86,2,548,19
392.02,186,16,2,2,761,91,1,393,19
216.48,193,5,3,1,514,56,2,99,29
132.13,260,13,1,2,784,89,2,544,26
54.36,188,1,1,2,700,18,2,385,26
163.38,192,2,1,2,119,18,2,540,28
165.3,182,27,1,2,504,4,2,454,19
129.2,199,22,1,2,685,82,2,136,19
198.96,212,10,4,2,253,28,2,389,19
103.26,119,77,2,2,226,99,1,613,19
246.56,162,40,1,3,879,86,2,579,19
168.51,98,137,2,1,691,86,2,547,19
111.3,213,41,2,2,251,39,1,525,19
63.53,182,1,1,2,23,40,2,274,19
138.1,183,12,1,2,392,86,2,94,19
221.72,84,122,1,3,243,37,2,273,5
633.96,182,34,3,4,478,86,2,287,19
456.1,100,107,2,2,766,70,1,580,19
122.12,97,164,1,2,178,37,1,176,19
41.16,223,37,1,2,678,98,1,24,19
17.74,199,32,1,2,502,56,2,518,19
479.44,191,48,3,2,889,86,2,51,19
352.26,126,126,2,4,154,56,2,40,19
231.38,213,5,3,1,51,86,2,200,29
414.72,171,15,2,3,322,7,2,492,5
344.79,204,12,2,2,328,86,2,123,29
148.61,207,1,1,2,322,99,2,492,22
103.45,215,3,1,2,741,86,2,168,19
66.49,172,49,1,2,578,99,2,10,5
218.55,184,11,2,1,753,99,2,273,29
468.04,112,99,3,4,458,98,2,51,29
762.74,173,16,3,4,244,56,1,294,19
119.17,32,225,1,1,320,56,1,548,19
691.0,182,60,4,2,515,99,2,79,29
376.63,243,5,2,3,308,91,2,565,16
64.71,219,0,1,1,427,95,2,548,29
370.54,140,73,3,2,657,67,2,590,29
507.06,32,180,3,3,487,99,2,586,29
126.0,173,37,3,2,703,40,1,45,29
40.91,184,34,1,2,778,74,2,304,29
135.9,244,22,2,2,427,16,2,548,29
250.2,195,8,2,3,803,91,2,614,19
123.59,240,4,2,2,402,56,2,268,29
1038.76,183,54,2,4,399,86,2,359,16
507.94,193,4,4,2,860,40,2,77,29
79.27,206,1,1,2,648,3,2,444,29
77.9,188,1,1,2,449,85,2,544,19
214.09,203,21,1,2,243,98,2,273,29
297.18,180,23,2,2,875,40,2,79,5
70.85,269,4,1,1,741,44,2,168,19
585.62,188,47,2,2,182,82,2,353,29
627.92,76,127,2,2,402,86,2,268,29
30.81,185,1,1,1,827,4,2,3,22
587.64,219,34,1,2,399,102,1,359,19
156.08,233,13,1,2,858,91,1,136,29
68.88,222,1,1,3,572,56,2,273,29
368.92,112,71,4,2,455,99,2,454,29
1399.84,114,99,2,2,416,37,1,28,29
1132.0,225,11,2,2,475,81,2,504,19
40.91,246,6,1,1,314,44,1,535,19
417.58,220,40,4,2,880,70,2,608,29
163.89,75,137,2,2,114,91,1,407,29
175.62,143,68,2,2,879,82,1,579,29
171.4,164,31,2,2,138,95,2,51,29
68.56,218,9,1,2,320,56,2,548,29
65.53,217,4,1,2,490,82,2,617,29
394.62,222,14,2,2,876,86,2,535,19
803.08,236,17,4,2,815,56,2,79,19
371.84,129,129,6,2,782,18,2,338,4
49.57,187,30,1,2,572,56,2,273,29
73.75,227,2,1,2,370,62,2,20,29
300.51,183,19,4,2,52,41,2,531,29
124.52,197,12,1,2,335,82,2,176,26
356.48,263,4,2,2,741,86,2,168,29
195.44,208,4,2,2,67,3,2,178,29
370.08,119,73,1,3,872,91,2,535,19
250.84,191,29,2,2,206,86,1,605,29
178.84,181,43,1,2,592,44,1,482,19
75.15,262,11,1,2,708,91,2,570,29
40.98,233,39,1,1,546,91,1,345,16
92.52,208,1,1,2,138,18,2,51,29
1840.17,48,146,3,2,462,3,1,543,19
85.6,179,9,1,2,468,82,1,78,19
159.0,230,0,1,4,227,99,2,492,29
224.91,255,5,1,2,169,91,2,51,29
92.52,268,1,1,2,322,56,2,492,29
16.65,224,1,1,2,584,92,2,356,29
100.8,299,286,1,2,385,3,1,573,19
1103.12,206,13,4,2,283,74,1,543,19
345.43,104,111,2,3,262,44,1,543,16
345.32,209,23,2,2,716,99,2,611,29
39.02,233,1,1,2,470,86,2,104,19
919.4,38,174,7,2,621,28,1,539,19
67.2,178,7,1,1,375,40,2,92,26
554.29,226,20,2,2,581,74,1,470,29
16.34,184,2,1,2,502,74,2,518,19
411.04,14,214,4,2,163,32,2,237,22
98.75,235,16,1,1,691,44,1,547,29
73.44,167,53,1,2,487,44,1,586,29
55.94,265,7,1,1,335,95,2,176,26
517.89,191,12,3,2,130,42,2,436,29
44.47,245,8,1,1,566,92,2,612,19
1104.8,227,11,2,8,774,56,2,614,29
156.96,60,160,2,2,68,44,1,602,29
1463.65,171,58,2,10,772,37,1,548,29
105.23,220,1,1,1,432,82,2,119,26
513.43,116,122,2,2,557,37,2,457,29
99.87,221,50,1,2,427,95,1,548,29
29.13,185,72,1,2,577,91,1,508,29
159.53,228,19,3,2,437,28,2,570,29
39.27,240,4,1,2,412,56,2,336,19
898.9,241,23,2,10,402,56,2,268,5
82.79,238,27,1,2,110,86,1,598,29
809.7,221,9,3,2,536,37,2,110,19
16.58,219,10,1,2,584,92,1,356,29
143.96,176,17,1,2,592,86,2,482,29
69.7,213,2,1,4,475,18,2,504,4
445.98,240,11,2,2,572,98,2,273,29
47.03,255,4,1,3,412,56,2,336,10
244.75,169,15,2,2,460,37,2,582,19
180.09,206,10,1,1,854,91,2,357,29
277.21,154,112,2,2,621,86,2,539,29
170.52,249,1,1,2,770,18,2,205,4
351.52,169,83,2,2,281,44,1,276,29
280.36,127,71,4,2,437,82,1,570,19
368.9,174,18,2,2,178,86,2,176,19
52.52,191,13,2,2,412,56,2,336,19
115.36,213,10,1,1,815,18,1,79,29
289.53,138,58,2,2,556,3,2,420,29
6.51,257,1,1,2,502,40,2,518,19
147.82,251,1,1,2,328,18,2,123,4
29.51,244,2,2,2,502,40,2,518,19
184.26,251,1,1,6,793,92,2,339,29
57.39,187,2,1,2,681,56,2,118,20
345.36,209,11,4,2,312,82,2,267,19
305.4,141,98,3,2,427,92,2,548,29
275.24,184,25,4,2,67,91,1,178,29
348.6,142,54,2,2,322,74,2,492,19
34.52,186,1,1,2,195,92,2,593,29
180.3,246,8,2,2,432,44,2,119,29
65.86,227,1,1,1,872,44,2,535,29
304.64,269,3,2,2,462,42,2,543,26
218.58,191,32,3,2,583,86,1,445,5
603.76,248,2,2,4,339,91,2,212,19
164.44,221,10,2,2,184,86,1,417,5
149.0,185,23,1,2,182,86,2,353,29
329.17,208,61,5,2,871,91,2,16,29
153.04,203,3,2,2,720,3,2,330,5
66.26,179,12,1,2,339,95,2,212,19
153.94,159,33,1,2,697,44,2,27,29
737.58,250,364,4,2,305,82,1,548,5
79.86,200,1,1,1,776,74,2,359,19
46.1,207,2,1,2,854,40,2,357,29
504.56,213,47,1,2,322,86,1,492,19
260.2,185,7,2,2,534,86,2,132,19
438.84,175,15,2,3,482,92,2,527,29
122.57,213,36,1,2,776,56,2,359,5
81.89,187,1,1,2,741,44,2,168,5
275.14,69,146,2,2,334,91,2,433,29
153.43,232,4,1,2,860,37,2,77,29
262.52,236,0,1,4,513,91,2,359,29
140.75,239,7,7,2,502,74,2,518,19
139.89,158,71,3,1,594,86,2,152,19
322.66,233,6,2,1,465,6,2,51,19
1742.7,109,74,3,4,875,91,1,79,29
344.79,171,20,3,3,190,37,2,351,29
282.82,227,24,3,2,52,56,1,531,29
119.74,131,104,1,2,387,54,2,334,27
178.86,206,4,1,2,856,66,2,500,29
809.76,135,95,3,5,490,71,2,617,29
405.93,138,85,2,2,248,92,1,422,29
941.57,106,106,3,4,872,37,2,535,29
707.5,219,11,1,2,399,102,1,359,19
528.12,79,172,2,12,863,56,1,327,19
20.73,200,16,1,2,584,92,1,356,19
258.98,230,6,2,2,427,3,2,548,5
1107.58,185,56,5,2,734,32,2,359,22
430.76,221,1,1,2,817,86,2,79,19
593.92,33,227,3,1,572,56,2,273,19
121.82,327,236,2,1,879,44,1,579,29
49.72,122,87,1,2,192,92,2,480,19
596.67,224,16,3,3,320,74,1,548,29
218.9,264,8,2,2,67,82,2,178,19
551.24,226,8,4,2,273,70,2,159,19
82.7,160,33,1,2,262,91,2,543,19
166.63,184,2,1,2,815,81,2,79,29
55.97,183,59,1,2,470,86,1,104,19
239.12,184,45,4,2,215,81,2,514,29
336.8,134,131,4,2,809,99,1,430,5
112.3,246,3,1,2,761,44,2,393,29
595.92,142,79,4,2,93,37,1,234,29
114.47,212,5,1,2,562,95,2,614,19
349.5,254,6,2,2,320,96,2,548,29
202.46,170,49,2,4,631,3,2,472,29
214.2,180,22,2,2,528,71,1,549,29
232.1,126,112,2,2,481,44,2,466,5
402.07,171,64,7,2,477,37,1,232,19
868.97,247,11,4,2,78,37,1,110,19
621.88,82,107,6,3,753,84,1,273,19
97.83,253,3,1,2,116,99,2,614,29
101.23,197,2,1,1,243,16,2,273,29
296.16,70,197,4,1,60,86,1,35,19
892.85,193,15,5,3,590,95,2,330,19
118.38,204,9,2,2,50,82,2,614,19
268.02,190,77,2,2,124,18,1,182,29
85.36,236,2,1,2,886,99,2,24,19
118.93,118,92,1,2,124,82,2,182,29
278.83,236,34,3,1,59,95,1,252,29
361.62,188,72,1,4,772,74,2,548,19
27.38,185,5,1,1,689,86,2,405,29
23.26,255,4,1,2,49,40,2,115,19
58.36,227,1,1,2,249,91,2,346,19
408.14,90,139,1,2,815,91,2,79,29
310.28,184,34,3,2,51,86,2,200,19
15.03,235,1,1,2,713,92,2,593,29
2111.52,209,24,2,6,759,86,2,359,19
657.99,219,9,3,2,638,92,2,289,5
132.64,228,31,2,2,46,99,2,454,29
291.84,163,60,1,3,854,37,2,357,27
443.27,177,33,4,2,753,99,2,273,29
109.0,189,1,1,2,513,99,2,359,29
367.68,212,26,2,2,319,99,1,524,29
1252.2,93,94,2,4,697,91,1,27,29
202.12,209,18,1,3,637,91,2,139,29
114.7,207,5,2,2,320,56,2,548,29
415.72,194,28,2,2,231,37,2,618,29
29.68,121,135,1,2,388,40,1,538,29
565.64,171,68,4,2,345,74,2,268,19
77.34,228,31,1,2,147,44,1,13,16
237.43,179,4,4,2,886,62,2,24,29
232.01,232,26,1,3,427,92,2,548,29
196.71,262,1,1,2,263,67,2,540,19
117.99,222,10,2,2,51,86,1,200,29
1274.26,193,27,4,4,434,18,1,39,19
219.18,87,129,2,2,188,91,1,319,29
82.46,236,34,1,2,426,95,2,391,4
131.54,247,26,1,2,753,91,1,273,29
114.12,226,5,1,4,775,40,1,548,26
1124.17,161,64,5,2,9,18,2,539,29
306.76,180,30,1,4,335,44,1,176,19
73.23,219,1,1,2,320,56,2,548,29
33.34,54,211,2,1,583,86,1,445,19
264.27,125,73,3,2,244,82,2,294,19
49.0,196,1,1,2,44,40,2,614,15
127.81,101,114,1,2,761,54,1,393,29
180.72,157,45,1,2,572,86,2,273,27
375.4,192,81,8,2,251,44,1,525,29
702.24,254,3,2,1,783,99,2,492,29
30.08,240,1,1,2,630,44,2,47,29
93.85,180,3,1,2,759,37,2,359,29
268.96,162,33,2,3,147,86,1,13,19
40.88,221,5,1,2,125,28,2,24,19
450.36,155,74,4,2,243,99,1,273,19
1202.43,50,184,6,2,188,54,2,319,5
1215.18,208,18,8,2,688,91,1,14,19
112.54,168,60,2,2,871,18,2,16,4
452.92,203,36,2,3,130,91,2,436,19
30.78,177,30,1,2,863,95,1,327,19
1131.5,198,58,5,2,859,86,1,548,29
463.85,263,3,2,1,251,3,2,525,5
213.28,197,67,4,2,741,74,1,168,19
16.27,239,6,1,2,502,40,2,518,29
157.4,211,4,1,3,671,86,2,341,29
65.51,113,129,1,2,776,18,2,359,30
171.53,253,2,2,2,544,37,2,132,19
75.67,156,36,1,2,546,86,1,345,19
44.1,212,1,1,2,632,81,2,292,29
177.46,182,26,1,3,761,91,1,393,29
263.39,54,129,2,4,741,40,1,168,29
330.66,221,3,2,2,478,18,2,287,29
184.07,170,40,1,2,188,44,1,319,29
86.9,220,1,1,2,627,87,2,567,6
147.49,200,22,2,2,395,95,2,253,19
58.46,258,2,2,2,778,95,2,304,19
208.86,224,7,1,3,776,99,2,359,19
67.84,183,1,1,2,50,56,2,614,19
195.58,193,43,1,4,827,32,1,3,29
1522.38,172,25,6,2,447,18,2,96,4
176.58,267,2,1,6,384,97,2,161,29
87.15,77,129,1,1,60,37,1,35,29
56.85,252,13,1,2,410,95,2,386,29
1755.56,358,268,4,2,138,44,2,51,29
193.63,163,107,1,2,447,44,2,96,26
474.2,70,146,2,4,426,91,2,391,29
158.97,248,2,1,1,759,37,2,359,19
88.18,185,8,1,2,186,81,2,251,29
202.32,180,39,3,2,869,86,1,24,19
303.9,8,256,2,5,854,91,1,357,29
235.56,176,10,2,1,851,91,1,463,29
243.71,182,6,2,2,427,91,1,548,29
64.04,230,41,1,4,796,102,1,26,29
443.72,207,38,3,2,859,56,1,548,19
355.56,221,2,1,4,716,97,2,611,19
229.32,193,9,1,2,243,99,1,273,19
110.81,213,2,1,2,434,3,2,39,19
45.92,190,17,1,2,251,95,2,525,20
1454.22,199,33,3,6,701,3,1,343,19
79.13,181,21,1,2,152,74,2,614,26
116.82,157,27,1,2,312,86,2,267,5
155.02,72,188,1,2,78,91,2,110,29
128.04,183,2,1,6,312,63,2,267,29
20.78,226,7,1,1,111,18,2,162,29
77.08,246,27,4,2,603,95,1,298,29
143.39,215,1,1,2,638,82,2,289,29
210.65,216,1,1,2,884,82,2,2,4
119.05,89,165,1,2,854,91,1,357,19
145.59,269,0,1,2,14,99,2,454,19
119.74,142,105,2,2,335,92,1,176,19
813.64,56,169,4,2,465,3,1,51,19
460.78,179,17,2,3,437,92,2,570,29
81.68,242,1,1,2,634,3,2,72,19
15.79,239,7,1,1,583,74,1,445,19
27.29,245,1,1,2,792,40,2,120,26
118.73,161,100,1,3,697,91,2,27,19
118.23,233,1,1,2,685,82,2,136,29
221.7,190,64,3,2,681,56,1,118,29
74.31,16,174,1,2,188,91,1,319,16
668.88,200,17,2,4,50,98,2,614,29
417.31,254,5,1,2,875,86,2,79,29
474.46,221,44,2,4,51,86,1,200,16
518.92,75,153,4,2,10,91,2,531,29
129.86,242,6,1,2,427,91,1,548,19
177.52,257,9,2,1,450,86,1,217,29
1216.03,214,11,6,2,104,99,2,51,5
257.22,228,1,1,3,470,86,2,104,19
391.34,210,4,3,2,527,95,2,136,19
287.73,149,37,3,2,51,92,1,200,19
102.45,186,1,1,2,527,56,2,136,29
193.34,255,5,1,4,148,56,2,72,29
45.52,165,37,2,2,391,86,1,465,16
820.73,250,10,3,2,865,102,2,20,22
1072.74,28,203,3,2,182,44,2,353,29
165.63,147,91,1,2,243,16,2,273,29
28.16,119,90,1,4,584,92,1,356,19
313.88,65,150,2,3,761,54,1,393,29
123.36,193,77,3,1,871,54,2,16,29
520.51,75,153,4,2,508,91,2,69,29
945.61,179,12,12,2,478,37,2,287,5
105.37,188,1,1,2,107,40,2,549,29
34.32,204,4,1,2,527,56,2,136,20
233.04,176,36,2,2,289,66,2,501,29
80.56,147,36,1,2,872,86,2,535,19
57.39,219,3,1,6,584,92,2,356,29
156.4,212,31,2,2,51,95,2,200,4
214.26,173,77,3,3,184,91,2,417,29
171.98,228,1,1,2,460,37,2,582,19
51.51,207,0,1,1,125,28,2,24,19
21.36,269,3,1,2,577,18,2,508,26
680.54,198,10,2,1,718,95,2,51,29
13.49,256,16,1,2,709,56,1,87,29
314.69,220,36,3,4,186,95,2,251,29
706.21,151,78,3,2,629,86,2,451,29
174.5,175,11,1,3,872,86,2,535,19
292.26,158,39,1,2,572,86,2,273,19
220.23,198,38,2,2,262,44,1,543,29
169.84,236,31,1,2,572,89,1,273,19
81.52,230,1,1,2,741,44,2,168,16
755.8,207,43,5,1,836,37,2,487,19
305.86,213,39,3,3,110,91,2,598,29
93.86,156,36,2,2,437,94,1,570,19
379.88,129,89,2,4,464,81,2,548,29
191.15,205,34,1,2,480,44,2,334,29
71.56,272,1,1,2,756,37,2,52,29
125.96,205,49,1,2,562,99,1,614,5
89.07,209,42,1,2,562,82,2,614,29
44.5,265,7,2,1,583,86,1,445,19
815.3,79,155,5,2,859,43,2,548,19
20.35,251,2,1,2,545,92,2,261,29
191.25,218,10,1,1,272,18,2,51,4
305.72,95,157,3,2,51,54,2,200,27
756.68,231,39,7,2,10,86,1,531,29
205.76,249,24,2,2,859,18,2,548,30
245.51,117,96,2,2,328,86,2,123,19
197.53,185,11,2,3,243,86,2,273,29
19.89,272,1,1,2,502,40,2,518,29
1105.35,175,11,6,4,266,3,2,618,19
48.79,216,1,1,1,418,3,2,15,29
138.15,257,1,1,2,447,44,2,96,19
196.34,218,12,2,1,872,37,1,535,19
401.82,251,9,3,1,464,44,2,548,29
650.5,73,200,1,4,147,91,3,13,19
235.53,205,26,3,2,53,86,1,434,29
